VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
4550, 2451, -12.39436,  2.01258,  13.21921, 1022, 511, 0, 0,  0.21716,  0.27246,  0.90918,  0.36475
4551, 2457, -22.02066,  2.01171,  11.67186, 1022, 511, 0, 0,  0.26294,  0.2793,  0.8374,  0.37622
4552, 2458, -22.02066,  2.01171,  12.61757, 1022, 511, 0, 0,  0.22302,  0.2793,  0.8374,  0.36914
4553, 2459, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.19763,  0.28198,  0.83789,  0.36475
4554, 2457, -22.02066,  2.01171,  11.67186, 1022, 511, 0, 0,  0.26294,  0.2793,  0.8374,  0.37622
4555, 2459, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.19763,  0.28198,  0.83789,  0.36475
4556, 2460, -21.94994,  2.01171,  11.67186, 1022, 511, 0, 0,  0.26294,  0.28223,  0.83789,  0.37622
4557, 2461, -22.12066,  2.01258,  12.61757, 2, 511, 0, 0,  0.22302,  0.2749,  0.83643,  0.36914
4558, 2459, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.19763,  0.28198,  0.83789,  0.36475
4559, 2458, -22.02066,  2.01171,  12.61757, 1022, 511, 0, 0,  0.22302,  0.2793,  0.8374,  0.36914
4560, 2461, -22.12066,  2.01258,  12.61757, 2, 511, 0, 0,  0.22302,  0.2749,  0.83643,  0.36914
4561, 2462, -22.12066,  2.01258,  13.36757, 2, 511, 0, 0,  0.19141,  0.2749,  0.83643,  0.36353
4562, 2459, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.19763,  0.28198,  0.83789,  0.36475
4563, 2463, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.14563,  0.26465,  0.83789,  0.36475
4564, 2464, -22.12066,  2.01258,  13.36757, 2, 511, 0, 0,  0.13843,  0.27124,  0.83643,  0.36353
4565, 2465, -21.36957,  2.01258,  13.36757, 2, 511, 0, 0,  0.17004,  0.27124,  0.84229,  0.36353
4566, 2463, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.14563,  0.26465,  0.83789,  0.36475
4567, 2465, -21.36957,  2.01258,  13.36757, 2, 511, 0, 0,  0.17004,  0.27124,  0.84229,  0.36353
4568, 2466, -21.36957,  2.01258,  13.26642, 2, 511, 0, 0,  0.17004,  0.26685,  0.84229,  0.36426
4569, 2467, -18.86916,  2.01258,  13.26642, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.36426
4570, 2463, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.14563,  0.26465,  0.83789,  0.36475
4571, 2466, -21.36957,  2.01258,  13.26642, 2, 511, 0, 0,  0.17004,  0.26685,  0.84229,  0.36426
4572, 2467, -18.86916,  2.01258,  13.26642, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.36426
4573, 2468, -18.11808,  2.01258,  13.21921, 2, 511, 0, 0,  0.30713,  0.26416,  0.86621,  0.36475
4574, 2463, -21.94994,  2.01258,  13.21921, 2, 511, 0, 0,  0.14563,  0.26465,  0.83789,  0.36475
4575, 2469, -18.11808,  2.01258,  13.26642, 2, 511, 0, 0,  0.30713,  0.26685,  0.86621,  0.36426
4576, 2468, -18.11808,  2.01258,  13.21921, 2, 511, 0, 0,  0.30713,  0.26416,  0.86621,  0.36475
4577, 2467, -18.86916,  2.01258,  13.26642, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.36426
4578, 2467, -18.86916,  2.01258,  13.26642, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.36426
4579, 2470, -18.11808,  2.01258,  13.36757, 2, 511, 0, 0,  0.30713,  0.27124,  0.86621,  0.36353
4580, 2469, -18.11808,  2.01258,  13.26642, 2, 511, 0, 0,  0.30713,  0.26685,  0.86621,  0.36426
4581, 2467, -18.86916,  2.01258,  13.26642, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.36426
4582, 2471, -18.86916,  2.01258,  13.36757, 2, 511, 0, 0,  0.27563,  0.27124,  0.86084,  0.36353
4583, 2470, -18.11808,  2.01258,  13.36757, 2, 511, 0, 0,  0.30713,  0.27124,  0.86621,  0.36353
4584, 2472, -22.02066,  2.01171,  12.61757, 513, 2, 0, 0,  0.19885,  0.24646,  0.99219,  0.51172
4585, 2473, -22.02066,  2.01171,  11.67186, 513, 2, 0, 0,  0.16895,  0.24646,  0.99219,  0.51855
4586, 2474, -22.02066, -0.00088,  11.67186, 513, 2, 0, 0,  0.16895,  0.16699,  0.97754,  0.51855
4587, 2472, -22.02066,  2.01171,  12.61757, 513, 2, 0, 0,  0.19885,  0.24646,  0.99219,  0.51172
4588, 2474, -22.02066, -0.00088,  11.67186, 513, 2, 0, 0,  0.16895,  0.16699,  0.97754,  0.51855
4589, 2475, -22.02066, -0.00088,  12.61757, 513, 2, 0, 0,  0.19885,  0.16699,  0.97754,  0.51172
4590, 2476, -22.02066, -0.00088,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.16699,  0.75928,  0.65088
4591, 2477, -22.12066, -0.00002,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.16699,  0.75928,  0.65039
4592, 2478, -22.12066,  2.01258,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.24646,  0.77441,  0.65039
4593, 2476, -22.02066, -0.00088,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.16699,  0.75928,  0.65088
4594, 2478, -22.12066,  2.01258,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.24646,  0.77441,  0.65039
4595, 2479, -22.02066,  2.01171,  12.61757, 1022, 1022, 513, 0,  0.19885,  0.24646,  0.77441,  0.65088
4596, 2480, -12.32364, -0.00119,  12.61748, 511, 2, 0, 0,  0.28394,  0.16699,  0.93604,  0.52246
4597, 2481, -12.32364, -0.00119,  12.28137, 511, 2, 0, 0,  0.27441,  0.16699,  0.93604,  0.5249
4598, 2482, -12.32364,  2.01137,  12.28171, 511, 2, 0, 0,  0.27441,  0.24646,  0.9209,  0.5249
4599, 2480, -12.32364, -0.00119,  12.61748, 511, 2, 0, 0,  0.28394,  0.16699,  0.93604,  0.52246
4600, 2482, -12.32364,  2.01137,  12.28171, 511, 2, 0, 0,  0.27441,  0.24646,  0.9209,  0.5249
4601, 2483, -12.32364,  2.01137,  12.61766, 511, 2, 0, 0,  0.28394,  0.24646,  0.9209,  0.52246
4602, 2484, -12.32364,  2.01137,  12.61766, 1022, 2, 513, 0,  0.28394,  0.24646,  0.77441,  0.62695
4603, 2485, -12.22365,  2.01258,  12.61766, 1022, 2, 513, 0,  0.28394,  0.24646,  0.77441,  0.62744
4604, 2486, -12.22365, -0.00002,  12.61748, 1022, 2, 513, 0,  0.28394,  0.16699,  0.75928,  0.62744
4605, 2484, -12.32364,  2.01137,  12.61766, 1022, 2, 513, 0,  0.28394,  0.24646,  0.77441,  0.62695
4606, 2486, -12.22365, -0.00002,  12.61748, 1022, 2, 513, 0,  0.28394,  0.16699,  0.75928,  0.62744
4607, 2487, -12.32364, -0.00119,  12.61748, 1022, 2, 513, 0,  0.28394,  0.16699,  0.75928,  0.62695
4608, 2488, -12.97478,  2.01258,  3.48795, 1022, 2, 513, 0,  0.05313,  0.24646,  0.87256,  0.59082
4609, 2489, -12.22365,  2.01258,  3.4879, 1022, 2, 513, 0,  0.0235,  0.24646,  0.87256,  0.59668
4610, 2490, -12.22365, -0.00002,  3.4879, 1022, 2, 513, 0,  0.0235,  0.16699,  0.85742,  0.59668
4611, 2488, -12.97478,  2.01258,  3.48795, 1022, 2, 513, 0,  0.05313,  0.24646,  0.87256,  0.59082
4612, 2490, -12.22365, -0.00002,  3.4879, 1022, 2, 513, 0,  0.0235,  0.16699,  0.85742,  0.59668
4613, 2491, -12.97473, -0.00002,  3.4879, 1022, 2, 513, 0,  0.05313,  0.16699,  0.85742,  0.59082
4614, 2492, -16.22735,  2.01258,  3.4879, 2, 2, 513, 0,  0.07538,  0.24646,  0.87256,  0.55859
4615, 2493, -15.47626,  2.01258,  3.4879, 2, 2, 513, 0,  0.03613,  0.24646,  0.87256,  0.56445
4616, 2494, -15.47626, -0.00002,  3.4879, 2, 2, 513, 0,  0.03613,  0.16699,  0.85742,  0.56445
4617, 2492, -16.22735,  2.01258,  3.4879, 2, 2, 513, 0,  0.07538,  0.24646,  0.87256,  0.55859
4618, 2494, -15.47626, -0.00002,  3.4879, 2, 2, 513, 0,  0.03613,  0.16699,  0.85742,  0.56445
4619, 2495, -16.22735, -0.00002,  3.4879, 2, 2, 513, 0,  0.07538,  0.16699,  0.85742,  0.55859
4620, 2496, -18.86916,  2.01258,  3.4879, 1022, 2, 513, 0,  0.09143,  0.24646,  0.87256,  0.54004
4621, 2497, -18.11808,  2.01258,  3.4879, 1022, 2, 513, 0,  0.05176,  0.24646,  0.87256,  0.54541
4622, 2498, -18.11808, -0.00002,  3.4879, 1022, 2, 513, 0,  0.05176,  0.16699,  0.85742,  0.54541
4623, 2496, -18.86916,  2.01258,  3.4879, 1022, 2, 513, 0,  0.09143,  0.24646,  0.87256,  0.54004
4624, 2498, -18.11808, -0.00002,  3.4879, 1022, 2, 513, 0,  0.05176,  0.16699,  0.85742,  0.54541
4625, 2499, -18.86916, -0.00002,  3.4879, 1022, 2, 513, 0,  0.09143,  0.16699,  0.85742,  0.54004
4626, 2500, -22.12066,  2.01258,  3.4879, 2, 2, 513, 0,  0.3313,  0.24646,  0.87256,  0.54932
4627, 2501, -21.36957,  2.01258,  3.4879, 2, 2, 513, 0,  0.28735,  0.24646,  0.87256,  0.55469
4628, 2502, -21.36957, -0.00002,  3.4879, 2, 2, 513, 0,  0.28735,  0.16699,  0.85742,  0.55469
4629, 2500, -22.12066,  2.01258,  3.4879, 2, 2, 513, 0,  0.3313,  0.24646,  0.87256,  0.54932
4630, 2502, -21.36957, -0.00002,  3.4879, 2, 2, 513, 0,  0.28735,  0.16699,  0.85742,  0.55469
4631, 2503, -22.12066, -0.00002,  3.4879, 2, 2, 513, 0,  0.3313,  0.16699,  0.85742,  0.54932
4632, 2504, -15.47626,  2.01258,  3.58906, 2, 2, 513, 0,  0.20679,  0.24646,  0.77783,  0.64648
4633, 2505, -12.97469,  2.01258,  3.5891, 2, 2, 513, 0,  0.09888,  0.24646,  0.75928,  0.64648
4634, 2506, -12.97473, -0.00002,  3.58906, 2, 2, 513, 0,  0.09888,  0.16699,  0.75928,  0.63135
4635, 2504, -15.47626,  2.01258,  3.58906, 2, 2, 513, 0,  0.20679,  0.24646,  0.77783,  0.64648
4636, 2506, -12.97473, -0.00002,  3.58906, 2, 2, 513, 0,  0.09888,  0.16699,  0.75928,  0.63135
4637, 2507, -15.47626, -0.00002,  3.58906, 2, 2, 513, 0,  0.20679,  0.16699,  0.77783,  0.63135
4638, 2508, -12.97469,  2.01258,  3.5891, 513, 2, 0, 0,  0.0531,  0.24646,  0.96582,  0.50146
4639, 2509, -12.97478,  2.01258,  3.48795, 513, 2, 0, 0,  0.05313,  0.24646,  0.96582,  0.50244
4640, 2510, -12.97473, -0.00002,  3.4879, 513, 2, 0, 0,  0.05313,  0.16699,  0.95117,  0.50244
4641, 2508, -12.97469,  2.01258,  3.5891, 513, 2, 0, 0,  0.0531,  0.24646,  0.96582,  0.50146
4642, 2510, -12.97473, -0.00002,  3.4879, 513, 2, 0, 0,  0.05313,  0.16699,  0.95117,  0.50244
4643, 2511, -12.97473, -0.00002,  3.58906, 513, 2, 0, 0,  0.0531,  0.16699,  0.95117,  0.50146
4644, 2512, -15.47626,  2.01258,  3.4879, 511, 1022, 0, 0,  0.03613,  0.24646,  0.97754,  0.52344
4645, 2513, -15.47626,  2.01258,  3.58906, 511, 1022, 0, 0,  0.03229,  0.24646,  0.97754,  0.52246
4646, 2514, -15.47626, -0.00002,  3.58906, 511, 1022, 0, 0,  0.03229,  0.16699,  0.99219,  0.52246
4647, 2512, -15.47626,  2.01258,  3.4879, 511, 1022, 0, 0,  0.03613,  0.24646,  0.97754,  0.52344
4648, 2514, -15.47626, -0.00002,  3.58906, 511, 1022, 0, 0,  0.03229,  0.16699,  0.99219,  0.52246
4649, 2515, -15.47626, -0.00002,  3.4879, 511, 1022, 0, 0,  0.03613,  0.16699,  0.99219,  0.52344
4650, 2516, -16.22735, -0.00002,  3.58906, 2, 2, 513, 0,  0.12952,  0.16699,  0.90234,  0.52588
4651, 2517, -18.11808, -0.00002,  3.58906, 2, 2, 513, 0,  0.2052,  0.16699,  0.90234,  0.51172
4652, 2518, -18.11808,  2.01258,  3.58906, 2, 2, 513, 0,  0.2052,  0.24646,  0.91699,  0.51172
4653, 2516, -16.22735, -0.00002,  3.58906, 2, 2, 513, 0,  0.12952,  0.16699,  0.90234,  0.52588
4654, 2518, -18.11808,  2.01258,  3.58906, 2, 2, 513, 0,  0.2052,  0.24646,  0.91699,  0.51172
4655, 2519, -16.22735,  2.01258,  3.58906, 2, 2, 513, 0,  0.12952,  0.24646,  0.91699,  0.52588
4656, 2520, -16.22735,  2.01258,  3.58906, 513, 2, 0, 0,  0.07867,  0.24646,  0.87256,  0.58203
4657, 2521, -16.22735,  2.01258,  3.4879, 513, 2, 0, 0,  0.07538,  0.24646,  0.87256,  0.58252
4658, 2522, -16.22735, -0.00002,  3.4879, 513, 2, 0, 0,  0.07538,  0.16699,  0.85742,  0.58252
4659, 2520, -16.22735,  2.01258,  3.58906, 513, 2, 0, 0,  0.07867,  0.24646,  0.87256,  0.58203
4660, 2522, -16.22735, -0.00002,  3.4879, 513, 2, 0, 0,  0.07538,  0.16699,  0.85742,  0.58252
4661, 2523, -16.22735, -0.00002,  3.58906, 513, 2, 0, 0,  0.07867,  0.16699,  0.85742,  0.58203
4662, 2524, -18.11808,  2.01258,  3.4879, 511, 2, 0, 0,  0.05176,  0.24646,  0.85742,  0.57813
4663, 2525, -18.11808,  2.01258,  3.58906, 511, 2, 0, 0,  0.04846,  0.24646,  0.85742,  0.57715
4664, 2526, -18.11808, -0.00002,  3.58906, 511, 2, 0, 0,  0.04846,  0.16699,  0.87256,  0.57715
4665, 2524, -18.11808,  2.01258,  3.4879, 511, 2, 0, 0,  0.05176,  0.24646,  0.85742,  0.57813
4666, 2526, -18.11808, -0.00002,  3.58906, 511, 2, 0, 0,  0.04846,  0.16699,  0.87256,  0.57715
4667, 2527, -18.11808, -0.00002,  3.4879, 511, 2, 0, 0,  0.05176,  0.16699,  0.87256,  0.57813
4668, 2528, -18.86916, -0.00002,  3.58906, 2, 2, 513, 0,  0.16687,  0.16699,  0.87988,  0.51172
4669, 2529, -21.36957, -0.00002,  3.58906, 2, 2, 513, 0,  0.27661,  0.16699,  0.89844,  0.51172
4670, 2530, -21.36957,  2.01258,  3.58906, 2, 2, 513, 0,  0.27661,  0.24646,  0.89844,  0.52686
4671, 2528, -18.86916, -0.00002,  3.58906, 2, 2, 513, 0,  0.16687,  0.16699,  0.87988,  0.51172
4672, 2530, -21.36957,  2.01258,  3.58906, 2, 2, 513, 0,  0.27661,  0.24646,  0.89844,  0.52686
4673, 2531, -18.86916,  2.01258,  3.58906, 2, 2, 513, 0,  0.16687,  0.24646,  0.87988,  0.52686
4674, 2532, -18.86916,  2.01258,  3.58906, 513, 2, 0, 0,  0.09546,  0.24646,  0.84375,  0.65283
4675, 2533, -18.86916,  2.01258,  3.4879, 513, 2, 0, 0,  0.09143,  0.24646,  0.84375,  0.65332
4676, 2534, -18.86916, -0.00002,  3.4879, 513, 2, 0, 0,  0.09143,  0.16699,  0.8291,  0.65332
4677, 2532, -18.86916,  2.01258,  3.58906, 513, 2, 0, 0,  0.09546,  0.24646,  0.84375,  0.65283
4678, 2534, -18.86916, -0.00002,  3.4879, 513, 2, 0, 0,  0.09143,  0.16699,  0.8291,  0.65332
4679, 2535, -18.86916, -0.00002,  3.58906, 513, 2, 0, 0,  0.09546,  0.16699,  0.8291,  0.65283
4680, 2536, -21.36957,  2.01258,  3.4879, 511, 2, 0, 0,  0.28735,  0.24646,  0.85742,  0.58691
4681, 2537, -21.36957,  2.01258,  3.58906, 511, 2, 0, 0,  0.33154,  0.24646,  0.85742,  0.58643
4682, 2538, -21.36957, -0.00002,  3.58906, 511, 2, 0, 0,  0.33154,  0.16699,  0.87256,  0.58643
4683, 2536, -21.36957,  2.01258,  3.4879, 511, 2, 0, 0,  0.28735,  0.24646,  0.85742,  0.58691
4684, 2538, -21.36957, -0.00002,  3.58906, 511, 2, 0, 0,  0.33154,  0.16699,  0.87256,  0.58643
4685, 2539, -21.36957, -0.00002,  3.4879, 511, 2, 0, 0,  0.28735,  0.16699,  0.87256,  0.58691
4686, 2540, -12.22365, -0.00002,  3.4879, 511, 2, 0, 0,  0.08301,  0.16699,  0.87256,  0.53613
4687, 2541, -12.22365,  2.01258,  3.4879, 511, 2, 0, 0,  0.08301,  0.24646,  0.85742,  0.53613
4688, 2542, -12.22365,  2.01258,  4.23782, 511, 2, 0, 0,  0.04639,  0.24646,  0.85742,  0.53027
4689, 2540, -12.22365, -0.00002,  3.4879, 511, 2, 0, 0,  0.08301,  0.16699,  0.87256,  0.53613
4690, 2542, -12.22365,  2.01258,  4.23782, 511, 2, 0, 0,  0.04639,  0.24646,  0.85742,  0.53027
4691, 2543, -12.22365, -0.00002,  4.23799, 511, 2, 0, 0,  0.04636,  0.16699,  0.87256,  0.53027
4692, 2544, -22.12066,  2.01258,  4.23791, 513, 2, 0, 0,  0.04391,  0.24646,  0.87256,  0.61426
4693, 2545, -22.12066,  2.01258,  3.4879, 513, 2, 0, 0,  0.00096,  0.24646,  0.87256,  0.61963
4694, 2546, -22.12066, -0.00002,  3.4879, 513, 2, 0, 0,  0.00096,  0.16699,  0.85742,  0.61963
4695, 2544, -22.12066,  2.01258,  4.23791, 513, 2, 0, 0,  0.04391,  0.24646,  0.87256,  0.61426
4696, 2546, -22.12066, -0.00002,  3.4879, 513, 2, 0, 0,  0.00096,  0.16699,  0.85742,  0.61963
4697, 2547, -22.12066, -0.00002,  4.23791, 513, 2, 0, 0,  0.04391,  0.16699,  0.85742,  0.61426
4698, 2548, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.28711,  0.26514,  0.90918,  0.39185
4699, 2549, -12.22365,  2.01258,  3.4879, 1022, 511, 0, 0,  0.29443,  0.27124,  0.91064,  0.39282
4700, 2550, -12.97478,  2.01258,  3.48795, 2, 511, 0, 0,  0.2627,  0.27124,  0.90479,  0.39282
4701, 2548, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.28711,  0.26514,  0.90918,  0.39185
4702, 2550, -12.97478,  2.01258,  3.48795, 2, 511, 0, 0,  0.2627,  0.27124,  0.90479,  0.39282
4703, 2551, -12.97469,  2.01258,  3.5891, 2, 511, 0, 0,  0.2627,  0.26685,  0.90479,  0.39185
4704, 2548, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.28711,  0.26514,  0.90918,  0.39185
4705, 2551, -12.97469,  2.01258,  3.5891, 2, 511, 0, 0,  0.2627,  0.26685,  0.90479,  0.39185
4706, 2552, -15.47626,  2.01258,  3.58906, 2, 511, 0, 0,  0.15723,  0.26685,  0.88623,  0.39185
4707, 2553, -16.22735,  2.01258,  3.58906, 2, 511, 0, 0,  0.12549,  0.26685,  0.88037,  0.39185
4708, 2548, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.28711,  0.26514,  0.90918,  0.39185
4709, 2552, -15.47626,  2.01258,  3.58906, 2, 511, 0, 0,  0.15723,  0.26685,  0.88623,  0.39185
4710, 2554, -16.22735,  2.01258,  3.4879, 2, 511, 0, 0,  0.12549,  0.27124,  0.88037,  0.39282
4711, 2553, -16.22735,  2.01258,  3.58906, 2, 511, 0, 0,  0.12549,  0.26685,  0.88037,  0.39185
4712, 2552, -15.47626,  2.01258,  3.58906, 2, 511, 0, 0,  0.15723,  0.26685,  0.88623,  0.39185
4713, 2554, -16.22735,  2.01258,  3.4879, 2, 511, 0, 0,  0.12549,  0.27124,  0.88037,  0.39282
4714, 2552, -15.47626,  2.01258,  3.58906, 2, 511, 0, 0,  0.15723,  0.26685,  0.88623,  0.39185
4715, 2555, -15.47626,  2.01258,  3.4879, 2, 511, 0, 0,  0.15723,  0.27124,  0.88623,  0.39282
4716, 2553, -16.22735,  2.01258,  3.58906, 2, 511, 0, 0,  0.12549,  0.26685,  0.88037,  0.39185
4717, 2556, -18.11808,  2.01258,  3.62109, 2, 511, 0, 0,  0.04575,  0.26392,  0.86621,  0.39185
4718, 2548, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.28711,  0.26514,  0.90918,  0.39185
4719, 2556, -18.11808,  2.01258,  3.62109, 2, 511, 0, 0,  0.04575,  0.26392,  0.86621,  0.39185
4720, 2553, -16.22735,  2.01258,  3.58906, 2, 511, 0, 0,  0.12549,  0.26685,  0.88037,  0.39185
4721, 2557, -18.11808,  2.01258,  3.58906, 2, 511, 0, 0,  0.04575,  0.26685,  0.86621,  0.39185
4722, 2558, -12.22365,  2.01258,  4.23782, 1022, 511, 0, 0,  0.24255,  0.27954,  0.91064,  0.38721
4723, 2559, -12.22365,  2.01258,  3.4879, 1022, 511, 0, 0,  0.21094,  0.27954,  0.91064,  0.39282
4724, 2560, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.21655,  0.27246,  0.90918,  0.39185
4725, 2558, -12.22365,  2.01258,  4.23782, 1022, 511, 0, 0,  0.24255,  0.27954,  0.91064,  0.38721
4726, 2560, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.21655,  0.27246,  0.90918,  0.39185
4727, 2561, -12.32364,  2.01137,  4.23782, 2, 511, 0, 0,  0.24255,  0.27563,  0.90967,  0.38721
4728, 2562, -12.32364,  2.01137,  4.57376, 2, 511, 0, 0,  0.25659,  0.27563,  0.90967,  0.38452
4729, 2561, -12.32364,  2.01137,  4.23782, 2, 511, 0, 0,  0.24255,  0.27563,  0.90967,  0.38721
4730, 2560, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.21655,  0.27246,  0.90918,  0.39185
4731, 2562, -12.32364,  2.01137,  4.57376, 2, 511, 0, 0,  0.25659,  0.27563,  0.90967,  0.38452
4732, 2560, -12.39436,  2.01258,  3.62109, 1022, 511, 0, 0,  0.21655,  0.27246,  0.90918,  0.39185
4733, 2563, -12.39436,  2.01137,  4.57376, 2, 511, 0, 0,  0.25659,  0.27271,  0.90918,  0.38452
4734, 2564, -22.02066,  2.01171,  5.18362, 1022, 511, 0, 0, -0.73682,  0.27905,  0.8374,  0.38013
4735, 2565, -21.94994,  2.01171,  5.18362, 1022, 511, 0, 0, -0.73682,  0.28198,  0.83789,  0.38013
4736, 2566, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0, -0.80273,  0.28198,  0.83789,  0.39185
4737, 2564, -22.02066,  2.01171,  5.18362, 1022, 511, 0, 0, -0.73682,  0.27905,  0.8374,  0.38013
4738, 2566, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0, -0.80273,  0.28198,  0.83789,  0.39185
4739, 2567, -22.02066,  2.01171,  4.23791, 2, 511, 0, 0, -0.77686,  0.27905,  0.8374,  0.38721
4740, 2566, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0, -0.80273,  0.28198,  0.83789,  0.39185
4741, 2568, -22.12066,  2.01258,  4.23791, 2, 511, 0, 0, -0.77686,  0.2749,  0.83643,  0.38721
4742, 2567, -22.02066,  2.01171,  4.23791, 2, 511, 0, 0, -0.77686,  0.27905,  0.8374,  0.38721
4743, 2566, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0, -0.80273,  0.28198,  0.83789,  0.39185
4744, 2569, -22.12066,  2.01258,  3.4879, 2, 511, 0, 0, -0.80811,  0.2749,  0.83643,  0.39282
4745, 2568, -22.12066,  2.01258,  4.23791, 2, 511, 0, 0, -0.77686,  0.2749,  0.83643,  0.38721
4746, 2570, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0,  0.14563,  0.26514,  0.83789,  0.39185
4747, 2571, -21.36957,  2.01258,  3.4879, 2, 511, 0, 0,  0.17004,  0.27124,  0.84229,  0.39282
4748, 2572, -22.12066,  2.01258,  3.4879, 2, 511, 0, 0,  0.13843,  0.27124,  0.83643,  0.39282
4749, 2570, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0,  0.14563,  0.26514,  0.83789,  0.39185
4750, 2573, -21.36957,  2.01258,  3.58906, 2, 511, 0, 0,  0.17004,  0.26685,  0.84229,  0.39185
4751, 2571, -21.36957,  2.01258,  3.4879, 2, 511, 0, 0,  0.17004,  0.27124,  0.84229,  0.39282
4752, 2574, -18.86916,  2.01258,  3.58906, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.39185
4753, 2573, -21.36957,  2.01258,  3.58906, 2, 511, 0, 0,  0.17004,  0.26685,  0.84229,  0.39185
4754, 2570, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0,  0.14563,  0.26514,  0.83789,  0.39185
4755, 2574, -18.86916,  2.01258,  3.58906, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.39185
4756, 2570, -21.94994,  2.01258,  3.62109, 2, 511, 0, 0,  0.14563,  0.26514,  0.83789,  0.39185
4757, 2575, -18.11808,  2.01258,  3.62109, 2, 511, 0, 0,  0.30713,  0.26489,  0.86621,  0.39185
4758, 2575, -18.11808,  2.01258,  3.62109, 2, 511, 0, 0,  0.30713,  0.26489,  0.86621,  0.39185
4759, 2576, -18.11808,  2.01258,  3.58906, 2, 511, 0, 0,  0.30713,  0.26685,  0.86621,  0.39185
4760, 2574, -18.86916,  2.01258,  3.58906, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.39185
4761, 2577, -18.86916,  2.01258,  3.4879, 2, 511, 0, 0,  0.27563,  0.27124,  0.86084,  0.39282
4762, 2574, -18.86916,  2.01258,  3.58906, 2, 511, 0, 0,  0.27563,  0.26685,  0.86084,  0.39185
4763, 2576, -18.11808,  2.01258,  3.58906, 2, 511, 0, 0,  0.30713,  0.26685,  0.86621,  0.39185
4764, 2577, -18.86916,  2.01258,  3.4879, 2, 511, 0, 0,  0.27563,  0.27124,  0.86084,  0.39282
4765, 2576, -18.11808,  2.01258,  3.58906, 2, 511, 0, 0,  0.30713,  0.26685,  0.86621,  0.39185
4766, 2578, -18.11808,  2.01258,  3.4879, 2, 511, 0, 0,  0.30713,  0.27124,  0.86621,  0.39282
4767, 2579, -22.02066,  2.01171,  4.23791, 513, 2, 0, 0,  0.20544,  0.24646,  0.93604,  0.51855
4768, 2580, -22.02066, -0.00088,  4.23791, 513, 2, 0, 0,  0.20544,  0.16699,  0.9209,  0.51855
4769, 2581, -22.02066, -0.00088,  5.18362, 513, 2, 0, 0,  0.16882,  0.16699,  0.9209,  0.51172
4770, 2579, -22.02066,  2.01171,  4.23791, 513, 2, 0, 0,  0.20544,  0.24646,  0.93604,  0.51855
4771, 2581, -22.02066, -0.00088,  5.18362, 513, 2, 0, 0,  0.16882,  0.16699,  0.9209,  0.51172
4772, 2582, -22.02066,  2.01171,  5.18362, 513, 2, 0, 0,  0.16882,  0.24646,  0.93604,  0.51172
4773, 2583, -22.02066, -0.00088,  4.23791, 1022, 2, 511, 0,  0.04391,  0.16699,  0.88135,  0.4231
4774, 2584, -22.02066,  2.01171,  4.23791, 1022, 2, 511, 0,  0.04391,  0.24646,  0.86621,  0.4231
4775, 2585, -22.12066,  2.01258,  4.23791, 1022, 2, 511, 0,  0.04391,  0.24646,  0.86621,  0.42236
